x-axis,1,2
second,Volt,Volt
-306.000E-09,,
-304.750E-09,-33.871874213E-03,-19.189657643E-03
-303.500E-09,-33.871874213E-03,-19.189657643E-03
-302.250E-09,-74.072878808E-03,-17.305235553E-03
-301.000E-09,-65.278909053E-03,+910.844654E-06
-299.750E-09,-33.871874213E-03,+910.844654E-06
-298.500E-09,-55.228657904E-03,-19.189657643E-03
-297.250E-09,-33.871874213E-03,-7.254984404E-03
-296.000E-09,-33.871874213E-03,-13.536391372E-03
-294.750E-09,-33.871874213E-03,-19.189657643E-03
-293.500E-09,-33.871874213E-03,+910.844654E-06
-292.250E-09,-33.871874213E-03,-19.189657643E-03
-291.000E-09,-33.871874213E-03,-19.189657643E-03
-289.750E-09,-33.871874213E-03,-19.189657643E-03
-288.500E-09,-74.072878808E-03,-19.189657643E-03
-287.250E-09,-33.871874213E-03,-19.189657643E-03
-286.000E-09,-33.871874213E-03,-19.189657643E-03
-284.750E-09,-27.590467245E-03,-19.189657643E-03
-283.500E-09,-33.871874213E-03,-19.189657643E-03
-282.250E-09,-70.304034627E-03,-19.189657643E-03
-281.000E-09,-33.871874213E-03,-14.792672766E-03
-279.750E-09,-33.871874213E-03,-5.998703011E-03
-278.500E-09,-33.871874213E-03,-19.189657643E-03
-277.250E-09,-33.871874213E-03,-7.254984404E-03
-276.000E-09,-33.871874213E-03,-19.189657643E-03
-274.750E-09,-33.871874213E-03,-19.189657643E-03
-273.500E-09,-33.871874213E-03,-19.189657643E-03
-272.250E-09,-33.871874213E-03,-19.189657643E-03
-271.000E-09,-33.871874213E-03,+910.844654E-06
-269.750E-09,-33.871874213E-03,-5.998703011E-03
-268.500E-09,-15.027653310E-03,-19.189657643E-03
-267.250E-09,-17.540216097E-03,-19.189657643E-03
-266.000E-09,-33.871874213E-03,-19.189657643E-03
-264.750E-09,-33.871874213E-03,-19.189657643E-03
-263.500E-09,-33.871874213E-03,-39.290159941E-03
-262.250E-09,-33.871874213E-03,-19.189657643E-03
-261.000E-09,-33.871874213E-03,-19.189657643E-03
-259.750E-09,-33.871874213E-03,-19.189657643E-03
-258.500E-09,-33.871874213E-03,-19.189657643E-03
-257.250E-09,-50.203532330E-03,-19.189657643E-03
-256.000E-09,-62.766346266E-03,-19.189657643E-03
-254.750E-09,-74.072878808E-03,-19.189657643E-03
-253.500E-09,-33.871874213E-03,-19.189657643E-03
-252.250E-09,-33.871874213E-03,-39.290159941E-03
-251.000E-09,-74.072878808E-03,-19.189657643E-03
-249.750E-09,-33.871874213E-03,-19.189657643E-03
