x-axis,1,2,3
second,Volt,Volt,Volt
-2.150000E-06,+178.791731596E-03,+3.099442206323E+00,+3.343718886375E+00
-2.147500E-06,+28.037961571E-03,+3.179844215512E+00,+3.343718886375E+00
-2.145000E-06,-22.213295102E-03,+3.099442206323E+00,+3.444221399726E+00
-2.142500E-06,-22.213295102E-03,+3.019040197134E+00,+3.192965116353E+00
-2.140000E-06,-223.218321799E-03,+3.099442206323E+00,+3.142713859677E+00
-2.137500E-06,-373.972091825E-03,+3.079341704027E+00,+3.343718886375E+00
-2.135000E-06,-223.218321800E-03,+3.019040197134E+00,+3.142713859677E+00
-2.132500E-06,-273.469578477E-03,+3.019040197134E+00,+3.142713859677E+00
-2.130000E-06,-424.223348498E-03,+3.099442206323E+00,+3.142713859677E+00
-2.127500E-06,-223.218321800E-03,+3.099442206323E+00,+3.343718886375E+00
-2.125000E-06,-223.218321800E-03,+3.059241201728E+00,+3.142713859677E+00
-2.122500E-06,-223.218321800E-03,+3.099442206323E+00,+3.142713859677E+00
-2.120000E-06,-22.213295104E-03,+3.099442206324E+00,+3.142713859677E+00
-2.117500E-06,-223.218321800E-03,+3.099442206323E+00,+3.293467629703E+00
-2.115000E-06,-22.213295102E-03,+3.099442206323E+00,+3.142713859677E+00
-2.112500E-06,-22.213295102E-03,+3.179844215512E+00,+3.343718886375E+00
-2.110000E-06,-22.213295100E-03,+3.099442206323E+00,+3.142713859677E+00
-2.107500E-06,+28.037961571E-03,+3.159743713216E+00,+3.293467629703E+00
-2.105000E-06,-223.218321800E-03,+3.099442206323E+00,+3.343718886375E+00
-2.102500E-06,-22.213295102E-03,+3.119542708621E+00,+3.343718886375E+00
-2.100000E-06,-22.213295102E-03,+3.099442206323E+00,+3.343718886375E+00
-2.097500E-06,-22.213295102E-03,+3.039140699431E+00,+3.142713859677E+00
-2.095000E-06,-22.213295102E-03,+3.179844215512E+00,+3.343718886375E+00
-2.092500E-06,-223.218321800E-03,+3.099442206323E+00,+3.142713859677E+00
-2.090000E-06,-223.218321800E-03,+3.099442206324E+00,+3.142713859677E+00
-2.087500E-06,-223.218321800E-03,+3.179844215512E+00,+3.343718886375E+00
-2.085000E-06,-122.715808453E-03,+3.099442206323E+00,+3.243216373024E+00
-2.082500E-06,-172.967065124E-03,+3.099442206323E+00,+3.192965116354E+00
-2.080000E-06,-223.218321800E-03,+3.099442206323E+00,+3.343718886375E+00
-2.077500E-06,-223.218321800E-03,+3.099442206323E+00,+3.142713859677E+00
-2.075000E-06,-22.213295102E-03,+3.099442206323E+00,+3.142713859677E+00
-2.072500E-06,-223.218321800E-03,+3.079341704025E+00,+3.343718886375E+00
-2.070000E-06,-22.213295102E-03,+3.179844215512E+00,+3.343718886375E+00
-2.067500E-06,-223.218321800E-03,+3.119542708620E+00,+3.142713859677E+00
-2.065000E-06,-223.218321800E-03,+3.099442206323E+00,+3.142713859677E+00
-2.062500E-06,-223.218321800E-03,+3.099442206323E+00,+3.343718886375E+00
-2.060000E-06,-223.218321800E-03,+3.179844215512E+00,+3.142713859677E+00
-2.057500E-06,-223.218321800E-03,+3.099442206323E+00,+3.142713859677E+00
-2.055000E-06,-122.715808453E-03,+3.099442206323E+00,+3.343718886375E+00
-2.052500E-06,-172.967065124E-03,+3.099442206323E+00,+3.142713859677E+00
-2.050000E-06,-223.218321798E-03,+3.179844215512E+00,+3.343718886375E+00
-2.047500E-06,-223.218321800E-03,+3.099442206323E+00,+3.343718886375E+00
-2.045000E-06,-22.213295102E-03,+3.099442206323E+00,+3.343718886375E+00
-2.042500E-06,-223.218321800E-03,+3.099442206323E+00,+3.142713859677E+00
-2.040000E-06,-22.213295102E-03,+3.099442206323E+00,+3.142713859677E+00
-2.037500E-06,-22.213295102E-03,+3.099442206323E+00,+3.343718886375E+00
-2.035000E-06,-223.218321800E-03,+3.139643210919E+00,+3.343718886375E+00
-2.032500E-06,-22.213295102E-03,+3.099442206323E+00,+3.293467629699E+00
-2.030000E-06,-22.213295104E-03,+3.099442206323E+00,+3.142713859677E+00
-2.027500E-06,-22.213295102E-03,+3.099442206323E+00,+3.192965116350E+00
-2.025000E-06,-122.715808449E-03,+3.099442206323E+00,+3.243216373024E+00
-2.022500E-06,-223.218321800E-03,+3.159743713214E+00,+3.343718886375E+00
-2.020000E-06,-223.218321800E-03,+3.099442206324E+00,+3.142713859677E+00
-2.017500E-06,-22.213295102E-03,+3.099442206323E+00,+3.192965116349E+00
-2.015000E-06,-22.213295102E-03,+3.139643210917E+00,+3.243216373024E+00
-2.012500E-06,-22.213295102E-03,+3.099442206323E+00,+3.192965116354E+00
-2.010000E-06,-22.213295102E-03,+3.179844215512E+00,+3.343718886375E+00
-2.007500E-06,-223.218321800E-03,+3.099442206323E+00,+3.142713859677E+00
-2.005000E-06,-22.213295102E-03,+3.179844215512E+00,+3.343718886375E+00
-2.002500E-06,+530.550528315E-03,+3.179844215512E+00,+3.343718886375E+00
-2.000000E-06,+1.987836971877E+00,+3.019040197134E+00,+3.343718886375E+00
-1.997500E-06,+2.440098281947E+00,+3.039140699430E+00,+3.142713859677E+00
-1.995000E-06,+2.791857078671E+00,+3.099442206323E+00,+2.941708832979E+00
-1.992500E-06,+3.545625928787E+00,+3.019040197134E+00,+3.142713859677E+00
-1.990000E-06,+4.198892265556E+00,+3.099442206323E+00,+3.142713859677E+00
-1.987500E-06,+4.198892265558E+00,+3.099442206323E+00,+2.941708832979E+00
-1.985000E-06,+4.198892265558E+00,+3.099442206323E+00,+3.243216373024E+00
-1.982500E-06,+4.198892265558E+00,+3.099442206323E+00,+3.343718886375E+00
-1.980000E-06,+4.198892265561E+00,+3.099442206323E+00,+3.343718886375E+00
-1.977500E-06,+3.947635982188E+00,+3.179844215512E+00,+3.343718886375E+00
-1.975000E-06,+3.796882212162E+00,+3.099442206323E+00,+3.343718886375E+00
-1.972500E-06,+3.595877185464E+00,+3.159743713214E+00,+3.544723913074E+00
-1.970000E-06,+3.394872158766E+00,+3.179844215512E+00,+3.544723913074E+00
-1.967500E-06,+3.193867132068E+00,+3.179844215512E+00,+3.343718886375E+00
-1.965000E-06,+2.992862105370E+00,+3.099442206323E+00,+3.343718886375E+00
-1.962500E-06,+2.791857078671E+00,+3.099442206323E+00,+3.343718886375E+00
-1.960000E-06,+2.791857078671E+00,+3.099442206323E+00,+3.142713859680E+00
-1.957500E-06,+2.641103308645E+00,+3.019040197134E+00,+3.142713859677E+00
-1.955000E-06,+2.791857078671E+00,+3.019040197134E+00,+3.142713859677E+00
-1.952500E-06,+2.791857078671E+00,+3.019040197134E+00,+3.142713859677E+00
-1.950000E-06,+2.590852051973E+00,+3.099442206323E+00,+2.941708832982E+00
-1.947500E-06,+2.842108335343E+00,+3.039140699430E+00,+3.142713859677E+00
-1.945000E-06,+2.892359592018E+00,+3.099442206323E+00,+3.142713859677E+00
-1.942500E-06,+3.193867132068E+00,+3.119542708622E+00,+3.142713859677E+00
-1.940000E-06,+3.193867132068E+00,+3.179844215512E+00,+3.343718886375E+00
-1.937500E-06,+3.193867132068E+00,+3.099442206323E+00,+3.142713859677E+00
-1.935000E-06,+3.294369645419E+00,+3.179844215512E+00,+3.243216373024E+00
-1.932500E-06,+3.193867132068E+00,+3.179844215512E+00,+3.343718886375E+00
-1.930000E-06,+3.193867132068E+00,+3.099442206323E+00,+3.343718886375E+00
-1.927500E-06,+3.394872158766E+00,+3.079341704027E+00,+3.343718886375E+00
-1.925000E-06,+3.193867132068E+00,+3.139643210919E+00,+3.343718886375E+00
-1.922500E-06,+3.394872158766E+00,+3.099442206323E+00,+3.343718886375E+00
-1.920000E-06,+3.193867132068E+00,+3.099442206323E+00,+3.343718886375E+00
-1.917500E-06,+3.193867132068E+00,+3.099442206323E+00,+3.142713859677E+00
-1.915000E-06,+3.193867132068E+00,+3.099442206323E+00,+3.142713859677E+00
-1.912500E-06,+2.992862105370E+00,+3.119542708622E+00,+3.343718886375E+00
-1.910000E-06,+2.992862105372E+00,+3.099442206323E+00,+3.142713859677E+00
-1.907500E-06,+3.143615875396E+00,+3.119542708619E+00,+3.142713859677E+00
-1.905000E-06,+2.992862105370E+00,+3.099442206323E+00,+3.343718886375E+00
-1.902500E-06,+2.992862105370E+00,+3.099442206323E+00,+3.142713859677E+00
-1.900000E-06,+3.193867132068E+00,+3.179844215512E+00,+3.343718886375E+00
-1.897500E-06,+3.193867132068E+00,+3.119542708619E+00,+3.343718886375E+00
-1.895000E-06,+3.193867132068E+00,+3.019040197134E+00,+3.142713859677E+00
-1.892500E-06,+3.143615875390E+00,+3.099442206323E+00,+3.343718886375E+00
-1.890000E-06,+3.193867132068E+00,+3.099442206323E+00,+3.343718886375E+00
-1.887500E-06,+3.193867132068E+00,+3.099442206323E+00,+3.343718886375E+00
-1.885000E-06,+3.193867132068E+00,+3.099442206323E+00,+3.343718886375E+00
-1.882500E-06,+3.193867132068E+00,+3.039140699432E+00,+3.142713859677E+00
-1.880000E-06,+3.193867132068E+00,+3.019040197134E+00,+3.343718886375E+00
-1.877500E-06,+3.193867132068E+00,+3.099442206323E+00,+3.343718886375E+00
-1.875000E-06,+3.193867132068E+00,+3.139643210919E+00,+3.343718886375E+00
-1.872500E-06,+3.193867132068E+00,+3.099442206323E+00,+3.293467629698E+00
-1.870000E-06,+2.992862105372E+00,+3.099442206324E+00,+3.343718886373E+00
-1.867500E-06,+3.193867132068E+00,+1.772809054705E+00,+3.142713859677E+00
-1.865000E-06,+3.193867132068E+00,+888.386953623E-03,+3.343718886375E+00
-1.862500E-06,+3.193867132068E+00,+466.276405380E-03,+3.343718886375E+00
-1.860000E-06,+3.193867132068E+00,+285.371884705E-03,+3.343718886375E+00
-1.857500E-06,+3.193867132068E+00,-277.442179620E-03,+3.293467629704E+00
-1.855000E-06,+3.294369645414E+00,-599.050216377E-03,+3.343718886375E+00
-1.852500E-06,+3.193867132068E+00,-538.748709486E-03,+3.343718886375E+00
-1.850000E-06,+3.193867132068E+00,-679.452225565E-03,+3.142713859677E+00
-1.847500E-06,+3.193867132068E+00,-759.854234755E-03,+2.991960089651E+00
-1.845000E-06,+2.992862105370E+00,-639.251220973E-03,+3.142713859677E+00
-1.842500E-06,+3.193867132068E+00,-377.944691108E-03,+3.142713859677E+00
-1.840000E-06,+2.992862105370E+00,-438.246197999E-03,+2.740703806281E+00
-1.837500E-06,+3.193867132068E+00,-277.442179620E-03,+1.685427416119E+00
-1.835000E-06,+3.394872158766E+00,-116.638161242E-03,+730.653539300E-03
-1.832500E-06,+3.193867132068E+00,+124.567866325E-03,+378.894742581E-03
-1.830000E-06,+2.992862105370E+00,-36.236152053E-03,-73.366567489E-03
-1.827500E-06,+3.394872158766E+00,-36.236152053E-03,-726.632904258E-03
-1.825000E-06,+3.193867132068E+00,+727.582935240E-03,-1.279396727681E+00
-1.822500E-06,+3.344620902088E+00,+1.712507547809E+00,-1.078391700983E+00
-1.820000E-06,+3.193867132071E+00,+2.134618096054E+00,-1.078391700983E+00
-1.817500E-06,+3.143615875396E+00,+2.375824123621E+00,-1.128642957654E+00
-1.815000E-06,+3.394872158766E+00,+2.898437183349E+00,-977.889187637E-03
-1.812500E-06,+2.992862105370E+00,+3.179844215512E+00,-676.381647587E-03
-1.810000E-06,+2.992862105370E+00,+3.260246224700E+00,-676.381647587E-03
-1.807500E-06,+2.992862105370E+00,+3.280346726997E+00,-475.376620889E-03
-1.805000E-06,+3.093364618722E+00,+3.581854261458E+00,-73.366567492E-03
-1.802500E-06,+2.992862105370E+00,+3.441150745378E+00,+127.638459206E-03
-1.800000E-06,+3.193867132068E+00,+3.421050243080E+00,+127.638459206E-03
-1.797500E-06,+3.193867132068E+00,+3.421050243080E+00,+177.889715877E-03
-1.795000E-06,+3.294369645413E+00,+3.421050243080E+00,+328.643485904E-03
-1.792500E-06,+3.193867132068E+00,+3.280346727000E+00,+529.648512602E-03
-1.790000E-06,+3.394872158766E+00,+3.179844215512E+00,+328.643485904E-03
-1.787500E-06,+3.394872158766E+00,+3.260246224701E+00,+328.643485904E-03
-1.785000E-06,+3.193867132068E+00,+3.179844215512E+00,+228.140972558E-03
-1.782500E-06,+3.394872158766E+00,+3.119542708622E+00,+127.638459206E-03
-1.780000E-06,+3.193867132068E+00,+3.019040197133E+00,+127.638459206E-03
-1.777500E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.775000E-06,+3.193867132068E+00,+3.019040197134E+00,-73.366567492E-03
-1.772500E-06,+3.193867132068E+00,+3.019040197134E+00,-274.371594191E-03
-1.770000E-06,+3.193867132068E+00,+3.099442206322E+00,-73.366567492E-03
-1.767500E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.765000E-06,+3.193867132068E+00,+3.099442206323E+00,-274.371594191E-03
-1.762500E-06,+3.193867132068E+00,+3.099442206323E+00,-274.371594191E-03
-1.760000E-06,+2.992862105373E+00,+3.179844215512E+00,-73.366567496E-03
-1.757500E-06,+3.193867132068E+00,+3.179844215512E+00,-73.366567492E-03
-1.755000E-06,+3.294369645420E+00,+3.099442206323E+00,+27.135945860E-03
-1.752500E-06,+3.193867132068E+00,+3.179844215512E+00,+127.638459206E-03
-1.750000E-06,+3.193867132068E+00,+3.179844215512E+00,+127.638459202E-03
-1.747500E-06,+3.193867132068E+00,+3.119542708619E+00,-73.366567492E-03
-1.745000E-06,+3.193867132068E+00,+3.059241201727E+00,-73.366567492E-03
-1.742500E-06,+3.193867132068E+00,+3.099442206323E+00,+127.638459206E-03
-1.740000E-06,+2.992862105373E+00,+3.179844215512E+00,-73.366567492E-03
-1.737500E-06,+3.193867132068E+00,+3.039140699430E+00,-73.366567492E-03
-1.735000E-06,+2.992862105370E+00,+3.099442206323E+00,-73.366567492E-03
-1.732500E-06,+3.043113362048E+00,+3.179844215512E+00,-73.366567492E-03
-1.730000E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.727500E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.725000E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.722500E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.720000E-06,+3.193867132068E+00,+3.099442206323E+00,-274.371594187E-03
-1.717500E-06,+3.193867132068E+00,+3.099442206323E+00,-23.115310822E-03
-1.715000E-06,+3.193867132068E+00,+3.179844215512E+00,-73.366567492E-03
-1.712500E-06,+3.193867132068E+00,+3.179844215512E+00,-73.366567492E-03
-1.710000E-06,+3.193867132068E+00,+3.099442206323E+00,+127.638459206E-03
-1.707500E-06,+3.043113362040E+00,+3.159743713217E+00,-73.366567492E-03
-1.705000E-06,+3.193867132068E+00,+3.139643210919E+00,-73.366567492E-03
-1.702500E-06,+3.193867132068E+00,+3.179844215512E+00,-23.115310814E-03
-1.700000E-06,+3.193867132068E+00,+3.179844215511E+00,-73.366567492E-03
-1.697500E-06,+3.193867132068E+00,+3.159743713217E+00,-73.366567492E-03
-1.695000E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.692500E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
-1.690000E-06,+3.193867132068E+00,+3.099442206323E+00,+127.638459202E-03
-1.687500E-06,+3.193867132068E+00,+3.159743713217E+00,-73.366567492E-03
-1.685000E-06,+3.193867132068E+00,+3.099442206323E+00,+127.638459206E-03
-1.682500E-06,+3.193867132068E+00,+3.179844215512E+00,-73.366567492E-03
-1.680000E-06,+3.193867132068E+00,+3.179844215512E+00,-73.366567492E-03
-1.677500E-06,+3.193867132068E+00,+3.179844215512E+00,-73.366567492E-03
-1.675000E-06,+3.193867132068E+00,+3.139643210919E+00,-73.366567492E-03
-1.672500E-06,+3.193867132068E+00,+3.159743713213E+00,-23.115310814E-03
-1.670000E-06,+3.193867132068E+00,+3.099442206323E+00,-73.366567492E-03
