x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-25.00000E-06,+1.09135659039E+00,+235.13815552E-03,+198.42972606E-03,+87.83924580E-03
-24.97500E-06,-114.67356980E-03,-247.27389961E-03,-62.87680380E-03,-253.86929326E-03
-24.95000E-06,-114.67356980E-03,-6.06787205E-03,-42.77630150E-03,-32.76376799E-03
-24.92500E-06,-315.67859650E-03,-6.06787205E-03,-42.77630150E-03,-52.86427029E-03
-24.90000E-06,+1.49336664379E+00,-327.67590880E-03,-283.98232907E-03,-153.36678177E-03
-24.87500E-06,+2.95065308735E+00,+94.43463944E-03,-42.77630150E-03,+27.53773890E-03
-24.85000E-06,+3.30241188407E+00,-126.67088583E-03,-123.17831069E-03,-32.76376799E-03
-24.82500E-06,+3.35266314074E+00,-86.46988124E-03,-42.77630150E-03,-72.96477258E-03
-24.80000E-06,+1.29236161708E+00,+235.13815552E-03,+278.83173525E-03,+7.43723661E-03
-24.77500E-06,-114.67356980E-03,-166.87189043E-03,-62.87680380E-03,-233.76879096E-03
-24.75000E-06,-215.17608315E-03,-6.06787205E-03,+37.62570769E-03,-113.16577718E-03
-24.72500E-06,-315.67859650E-03,-6.06787205E-03,-42.77630150E-03,-72.96477258E-03
-24.70000E-06,+1.29236161710E+00,-247.27389962E-03,-203.58031988E-03,-153.36678177E-03
-24.67500E-06,+3.05115560069E+00,+154.73614633E-03,-42.77630150E-03,+27.53773891E-03
-24.65000E-06,+3.30241188407E+00,-86.46988124E-03,-123.17831069E-03,+7.43723661E-03
-24.62500E-06,+3.50341691077E+00,-6.06787205E-03,-22.67579921E-03,-72.96477258E-03
-24.60000E-06,+890.35156368E-03,+235.13815552E-03,+118.02771688E-03,+168.24125499E-03
-24.57500E-06,-64.42231312E-03,-247.27389961E-03,-42.77630150E-03,-253.86929326E-03
-24.55000E-06,-215.17608314E-03,-6.06787205E-03,+37.62570769E-03,-153.36678177E-03
-24.52500E-06,-315.67859650E-03,-66.36937894E-03,-22.67579921E-03,-72.96477258E-03
-24.50000E-06,+1.49336664380E+00,-327.67590881E-03,-203.58031988E-03,-153.36678177E-03
-24.47500E-06,+3.10140685737E+00,+94.43463944E-03,+37.62570769E-03,+87.83924580E-03
-24.45000E-06,+3.30241188407E+00,-86.46988124E-03,-123.17831069E-03,+7.43723661E-03
-24.42500E-06,+3.35266314074E+00,-6.06787205E-03,-42.77630150E-03,+7.43723661E-03
-24.40000E-06,+1.29236161708E+00,+235.13815552E-03,+198.42972606E-03,+87.83924580E-03
