x-axis,1,2,3
second,Volt,Volt,Volt
-5.55000E-06,+3.01507540048E+00,+3.01507540047E+00,+2.09045223892E+00
-5.50000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-5.45000E-06,+3.21608042717E+00,+3.11557791381E+00,+2.07035173662E+00
-5.40000E-06,+3.06532665715E+00,+3.01507540047E+00,+2.09045223892E+00
-5.35000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-5.30000E-06,+3.01507540047E+00,+3.06532665714E+00,+2.09045223892E+00
-5.25000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-5.20000E-06,+3.06532665715E+00,+3.01507540047E+00,+2.09045223892E+00
-5.15000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-5.10000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-5.05000E-06,+3.01507540047E+00,+3.11557791381E+00,+2.09045223892E+00
-5.00000E-06,+3.06532665715E+00,+3.01507540047E+00,+2.09045223892E+00
-4.95000E-06,+3.01507540048E+00,+3.01507540047E+00,+2.09045223892E+00
-4.90000E-06,+3.16582917050E+00,+3.01507540047E+00,+2.09045223892E+00
-4.85000E-06,+3.11557791383E+00,+3.11557791383E+00,+2.09045223892E+00
-4.80000E-06,+3.16582917049E+00,+3.06532665715E+00,+2.09045223892E+00
-4.75000E-06,+3.21608042716E+00,+3.01507540047E+00,+2.09045223892E+00
-4.70000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-4.65000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.07035173662E+00
-4.60000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-4.55000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-4.50000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.06030148547E+00
-4.45000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-4.40000E-06,+3.06532665715E+00,+3.01507540047E+00,+2.06030148547E+00
-4.35000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-4.30000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-4.25000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-4.20000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-4.15000E-06,+3.01507540048E+00,+3.21608042717E+00,+2.09045223892E+00
-4.10000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-4.05000E-06,+3.11557791383E+00,+3.11557791383E+00,+2.09045223892E+00
-4.00000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-3.95000E-06,+3.21608042717E+00,+3.21608042716E+00,+2.09045223892E+00
-3.90000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-3.85000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-3.80000E-06,+3.01507540047E+00,+3.06532665715E+00,+2.09045223892E+00
-3.75000E-06,+3.01507540048E+00,+3.21608042717E+00,+2.09045223892E+00
-3.70000E-06,+3.06532665714E+00,+3.01507540047E+00,+2.09045223892E+00
-3.65000E-06,+3.21608042717E+00,+3.11557791382E+00,+2.07035173662E+00
-3.60000E-06,+3.01507540047E+00,+2.96482414379E+00,+2.09045223892E+00
-3.55000E-06,+3.01507540048E+00,+3.01507540047E+00,+2.09045223892E+00
-3.50000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-3.45000E-06,+3.11557791383E+00,+3.01507540047E+00,+2.09045223892E+00
-3.40000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.08040198777E+00
-3.35000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-3.30000E-06,+3.16582917050E+00,+3.01507540047E+00,+2.09045223892E+00
-3.25000E-06,+3.11557791383E+00,+3.01507540047E+00,+2.09045223892E+00
-3.20000E-06,+3.06532665715E+00,+3.01507540047E+00,+2.09045223892E+00
-3.15000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-3.10000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-3.05000E-06,+3.11557791382E+00,+3.01507540047E+00,+2.09045223892E+00
-3.00000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-2.95000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-2.90000E-06,+3.01507540047E+00,+3.16582917050E+00,+2.09045223892E+00
-2.85000E-06,+3.01507540047E+00,+3.11557791383E+00,+2.07035173662E+00
-2.80000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-2.75000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-2.70000E-06,+3.16582917050E+00,+3.01507540047E+00,+2.08040198777E+00
-2.65000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.07035173662E+00
-2.60000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.08040198777E+00
-2.55000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-2.50000E-06,+3.16582917050E+00,+3.01507540047E+00,+2.09045223892E+00
-2.45000E-06,+3.11557791382E+00,+3.01507540047E+00,+2.09045223892E+00
-2.40000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-2.35000E-06,+3.01507540047E+00,+3.01507540047E+00,+2.09045223892E+00
-2.30000E-06,+3.01507540047E+00,+3.06532665714E+00,+2.08040198777E+00
-2.25000E-06,+3.11557791382E+00,+3.01507540047E+00,+2.09045223892E+00
-2.20000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.09045223892E+00
-2.15000E-06,+3.21608042717E+00,+3.21608042717E+00,+2.09045223892E+00
-2.10000E-06,+3.21608042717E+00,+2.86432163044E+00,+2.09045223892E+00
-2.05000E-06,+3.11557791383E+00,+3.01507540047E+00,+2.05025123432E+00
-2.00000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.08040198777E+00
-1.95000E-06,+3.21608042717E+00,+3.01507540047E+00,+2.05025123432E+00
-1.90000E-06,+3.06532665714E+00,+3.01507540047E+00,+2.01005022973E+00
-1.85000E-06,+3.11557791382E+00,+3.01507540047E+00,+1.96984922513E+00
-1.80000E-06,+3.16582917049E+00,+3.01507540047E+00,+1.92964822054E+00
-1.75000E-06,+3.01507540047E+00,+3.01507540047E+00,+1.88944721594E+00
-1.70000E-06,+3.01507540047E+00,+3.01507540047E+00,+1.83919596020E+00
-1.65000E-06,+3.11557791382E+00,+3.01507540047E+00,+1.84924621135E+00
-1.60000E-06,+3.01507540047E+00,+3.01507540047E+00,+1.79899495561E+00
-1.55000E-06,+3.01507540047E+00,+3.01507540047E+00,+1.76884420216E+00
-1.50000E-06,+3.16582917050E+00,+3.01507540047E+00,+1.75879395101E+00
-1.45000E-06,+3.11557791383E+00,+3.01507540047E+00,+1.70854269527E+00
-1.40000E-06,+3.21608042717E+00,+3.01507540047E+00,+1.68844219297E+00
-1.35000E-06,+3.01507540048E+00,+3.01507540048E+00,+1.64824118838E+00
-1.30000E-06,+3.16582917050E+00,+3.01507540047E+00,+1.60804018378E+00
-1.25000E-06,+3.11557791383E+00,+3.11557791382E+00,+1.60804018378E+00
-1.20000E-06,+3.06532665715E+00,+3.16582917049E+00,+1.56783917919E+00
-1.15000E-06,+3.01507540047E+00,+3.01507540047E+00,+1.52763817459E+00
-1.10000E-06,+3.16582917050E+00,+2.86432163044E+00,+1.48743717000E+00
-1.05000E-06,+3.01507540047E+00,+3.01507540047E+00,+1.44723616540E+00
-1.00000E-06,+3.16582917049E+00,+3.01507540047E+00,+1.43718591425E+00
-950.00E-09,+3.01507540048E+00,+3.01507540047E+00,+1.40703516081E+00
-900.00E-09,+3.16582917050E+00,+2.96482414380E+00,+1.36683415622E+00
-850.00E-09,+3.11557791382E+00,+3.01507540047E+00,+1.34673365392E+00
-800.00E-09,+3.06532665715E+00,+3.01507540047E+00,+1.32663315162E+00
-750.00E-09,+3.01507540047E+00,+3.01507540047E+00,+1.28643214703E+00
-700.00E-09,+3.21608042717E+00,+3.01507540047E+00,+1.21608038898E+00
-650.00E-09,+3.11557791382E+00,+3.01507540047E+00,+1.20603013784E+00
-600.00E-09,+3.16582917049E+00,+3.01507540047E+00,+1.19597988669E+00
-550.00E-09,+3.01507540047E+00,+3.01507540047E+00,+1.16582913324E+00
-500.00E-09,+3.06532665714E+00,+3.01507540047E+00,+1.09547737520E+00
-450.00E-09,+3.01507540047E+00,+3.11557791383E+00,+1.08542712405E+00
-400.00E-09,+3.21608042717E+00,+3.01507540047E+00,+1.05527637061E+00
-350.00E-09,+3.21608042716E+00,+3.01507540047E+00,+1.04522611946E+00
-300.00E-09,+3.01507540047E+00,+3.16582917050E+00,+1.00502511486E+00
-250.00E-09,+3.11557791382E+00,+3.01507540047E+00,+944.72360797E-03
-200.00E-09,+3.01507540047E+00,+3.01507540047E+00,+924.62310567E-03
-150.00E-09,+3.01507540048E+00,+3.01507540047E+00,+884.42210108E-03
-100.00E-09,+3.21608042717E+00,+3.01507540047E+00,+884.42210108E-03
-50.00E-09,+3.21608042717E+00,+3.11557791383E+00,+844.22109649E-03
-0.0E+00,+3.16582917049E+00,+3.01507540047E+00,+773.86933845E-03
+50.00E-09,+3.21608042717E+00,+3.01507540047E+00,+763.81908730E-03
+100.00E-09,+3.16582917050E+00,+2.96482414380E+00,+753.76883615E-03
+150.00E-09,+3.11557791383E+00,+3.01507540047E+00,+723.61808270E-03
+200.00E-09,+3.01507540047E+00,+3.01507540047E+00,+683.41707811E-03
+250.00E-09,+3.01507540047E+00,+3.01507540048E+00,+683.41707811E-03
+300.00E-09,+3.06532665714E+00,+3.16582917050E+00,+643.21607351E-03
+350.00E-09,+3.11557791383E+00,+3.11557791382E+00,+623.11557122E-03
+400.00E-09,+3.21608042717E+00,+3.01507540047E+00,+562.81406432E-03
+450.00E-09,+3.21608042716E+00,+3.01507540047E+00,+562.81406432E-03
+500.00E-09,+3.21608042717E+00,+3.16582917050E+00,+522.61305973E-03
+550.00E-09,+3.21608042717E+00,+3.01507540047E+00,+482.41205513E-03
+600.00E-09,+3.21608042717E+00,+3.01507540047E+00,+442.21105054E-03
+650.00E-09,+3.01507540048E+00,+3.01507540047E+00,+442.21105054E-03
+700.00E-09,+3.16582917050E+00,+3.01507540047E+00,+432.16079939E-03
+750.00E-09,+3.11557791382E+00,+3.01507540047E+00,+361.80904135E-03
+800.00E-09,+3.21608042717E+00,+3.01507540047E+00,+331.65828791E-03
+850.00E-09,+3.21608042717E+00,+3.01507540048E+00,+321.60803676E-03
+900.00E-09,+3.01507540047E+00,+3.01507540047E+00,+311.55778561E-03
+950.00E-09,+3.01507540047E+00,+2.91457288713E+00,+281.40703216E-03
+1.00000E-06,+3.01507540047E+00,+3.01507540047E+00,+281.40703216E-03
+1.05000E-06,+3.01507540047E+00,+3.01507540047E+00,+241.20602757E-03
+1.10000E-06,+3.06532665714E+00,+3.01507540047E+00,+231.15577642E-03
+1.15000E-06,+3.11557791382E+00,+3.01507540047E+00,+201.00502297E-03
+1.20000E-06,+3.16582917049E+00,+3.01507540047E+00,+170.85426953E-03
+1.25000E-06,+3.01507540047E+00,+3.21608042717E+00,+160.80401838E-03
+1.30000E-06,+3.21608042717E+00,+3.01507540047E+00,+160.80401838E-03
+1.35000E-06,+3.01507540047E+00,+3.11557791382E+00,+140.70351608E-03
+1.40000E-06,+3.01507540047E+00,+3.01507540047E+00,+150.75376723E-03
+1.45000E-06,+3.01507540047E+00,+3.01507540047E+00,+120.60301378E-03
+1.50000E-06,+3.16582917050E+00,+3.01507540047E+00,+110.55276264E-03
+1.55000E-06,+3.11557791382E+00,+3.11557791383E+00,+120.60301378E-03
+1.60000E-06,+3.06532665715E+00,+3.01507540047E+00,+110.55276263E-03
+1.65000E-06,+3.01507540047E+00,+3.01507540047E+00,+80.40200919E-03
+1.70000E-06,+3.06532665714E+00,+3.06532665714E+00,+110.55276264E-03
+1.75000E-06,+3.11557791383E+00,+3.01507540047E+00,+80.40200919E-03
+1.80000E-06,+3.16582917049E+00,+3.01507540047E+00,+70.35175804E-03
+1.85000E-06,+3.21608042717E+00,+3.01507540047E+00,+40.20100459E-03
+1.90000E-06,+3.16582917050E+00,+3.06532665714E+00,+80.40200919E-03
+1.95000E-06,+3.11557791383E+00,+3.01507540047E+00,+40.20100459E-03
+2.00000E-06,+3.06532665715E+00,+3.01507540047E+00,+40.20100459E-03
+2.05000E-06,+3.21608042716E+00,+3.01507540047E+00,+80.40200919E-03
+2.10000E-06,+3.21608042717E+00,+3.16582917050E+00,+40.20100459E-03
+2.15000E-06,+3.01507540047E+00,+3.01507540047E+00,+20.10050230E-03
+2.20000E-06,+3.01507540047E+00,+3.01507540047E+00,+0.0E+00
+2.25000E-06,+3.01507540047E+00,+3.01507540047E+00,+0.0E+00
+2.30000E-06,+3.06532665714E+00,+3.01507540047E+00,+10.05025115E-03
+2.35000E-06,+3.01507540047E+00,+3.01507540047E+00,+20.10050230E-03
+2.40000E-06,+3.01507540047E+00,+3.01507540047E+00,+40.20100459E-03
+2.45000E-06,+3.21608042716E+00,+3.21608042716E+00,+0.0E+00
+2.50000E-06,+3.21608042717E+00,+3.01507540047E+00,+0.0E+00
+2.55000E-06,+3.11557791382E+00,+3.01507540047E+00,+0.0E+00
+2.60000E-06,+3.01507540047E+00,+3.01507540047E+00,-10.05025115E-03
+2.65000E-06,+3.01507540047E+00,+3.01507540047E+00,+0.0E+00
+2.70000E-06,+3.21608042717E+00,+3.01507540047E+00,-40.20100459E-03
+2.75000E-06,+3.01507540047E+00,+3.01507540047E+00,-20.10050230E-03
+2.80000E-06,+3.21608042717E+00,+3.01507540047E+00,+0.0E+00
+2.85000E-06,+3.21608042717E+00,+3.01507540047E+00,+0.0E+00
+2.90000E-06,+3.16582917050E+00,+3.01507540047E+00,+0.0E+00
